geometry
"POLYGON ((198768.33649640557 452347.4147167113, 198768.2844522659 452342.09269822546, 198761.9095461296 452342.18565512646, 198762.37644096147 452347.6365886918, 198768.33649640557 452347.4147167113))"
"POLYGON ((198769.67039874502 452350.08372555044, 198763.10747065762 452349.8955701634, 198762.63916095614 452368.1774047779, 198769.76401345342 452367.98951341707, 198769.67039874502 452350.08372555044))"
"POLYGON ((198759.98861537213 452339.56361020065, 198759.8006424063 452335.3446022519, 198755.01980593923 452335.438499846, 198755.11367321733 452339.5635029819, 198757.26968167018 452339.657520101, 198759.98861537213 452339.56361020065))"
"POLYGON ((198890.89364347898 452333.47776480264, 198886.4117051954 452332.98970975686, 198885.80253250088 452341.4436596802, 198890.82446370687 452342.16076492995, 198890.89364347898 452333.47776480264))"
"POLYGON ((198890.95406814406 452351.4578083784, 198891.02519366305 452345.6028707092, 198890.811159128 452344.1748245133, 198874.1734040661 452341.53257852345, 198872.8262255111 452346.23849747085, 198882.10615894818 452349.9866055469, 198883.527112816 452348.5297333833, 198890.95406814406 452351.4578083784))"
"POLYGON ((198890.76921132003 452356.7976115649, 198882.41131467963 452355.8074402384, 198881.52429907542 452360.161431878, 198883.78224274493 452361.53239640605, 198882.25013297494 452365.8263294299, 198890.114017889 452371.068464096, 198890.5500574163 452367.50051914435, 198890.76921132003 452356.7976115649))"
"POLYGON ((198857.02116442518 452378.830864656, 198851.9402370036 452377.1627844809, 198849.45915133195 452383.14371649746, 198854.20904945838 452385.51871415577, 198857.02116442518 452378.830864656))"
"POLYGON ((198941.66493097908 452494.82143003045, 198937.82397429392 452494.73330553505, 198933.87799847298 452495.1451900632, 198935.8167223146 452507.14919706876, 198940.13872398765 452506.6802060279, 198941.0628729729 452500.4603149661, 198941.87497065903 452494.9974710887, 198941.87998590193 452494.95842242613, 198941.66493097908 452494.82143003045))"
"POLYGON ((198942.02795982084 452494.9803961367, 198941.8969246552 452494.89839942753, 198941.21586107183 452500.44334000844, 198944.870850688 452501.4684352561, 198945.0187120512 452501.5104087769, 198945.5718329001 452500.27842520026, 198946.6538681806 452497.87140364514, 198946.33787745918 452497.67143537523, 198942.02795982084 452494.9803961367))"
"POLYGON ((198896.17944136474 452527.71717923495, 198882.13465018704 452521.76911796187, 198880.0225730456 452527.61906475713, 198876.60950904505 452535.41878275335, 198879.2094839362 452535.7439307207, 198878.722419706 452538.9939172393, 198880.5094011316 452539.6439412768, 198880.18431456023 452541.268967806, 198892.39420328118 452546.64400014305, 198895.56923093478 452539.3170758941, 198896.17944136474 452527.71717923495))"
"POLYGON ((198943.53350392368 452537.91865433054, 198939.977418694 452534.9835139364, 198940.78336888299 452540.7505691053, 198941.51331750987 452541.99148912274, 198942.91535940318 452542.7375270687, 198944.41936502236 452539.6766573265, 198943.53350392368 452537.91865433054))"
"POLYGON ((198890.37116001445 452551.0609213336, 198889.39616582895 452550.62293742533, 198887.8361916723 452553.5959075392, 198888.17803597366 452553.79095033853, 198890.37116001445 452551.0609213336))"
"POLYGON ((198967.90024054618 452629.1316050603, 198973.5802570658 452622.5987427584, 198982.79517863036 452626.9027942924, 198984.04719519918 452623.82094538497, 198975.4613788595 452620.055707058, 198963.91155695642 452612.1086575275, 198962.95959382338 452611.846627041, 198955.05243715877 452624.5734310794, 198961.83024061017 452629.9214336257, 198958.57326127708 452634.16643236455, 198964.31513021028 452637.52742533584, 198967.47819566034 452635.7955549026, 198969.34626174532 452629.8986117756, 198967.90024054618 452629.1316050603))"
"POLYGON ((198960.36124651445 452629.8104157634, 198954.27333889293 452625.83041413914, 198951.23640509875 452630.58027683425, 198957.2012531125 452633.78433161165, 198960.36124651445 452629.8104157634))"
"POLYGON ((198964.0391831326 452638.01041689777, 198961.67011864696 452636.58446701977, 198959.76713724347 452640.4973391549, 198962.57210736306 452641.70841099904, 198964.0391831326 452638.01041689777))"
"POLYGON ((198958.0802952575 452634.58431419794, 198950.0773434812 452630.5523570711, 198949.50032273654 452631.464270413, 198949.83038951474 452631.704190383, 198947.59121793165 452635.65219120914, 198959.3851582352 452640.3053698656, 198961.39018075564 452636.464385833, 198958.0802952575 452634.58431419794))"
"POLYGON ((198962.1791581963 452642.74618697684, 198959.22920671583 452641.3162632751, 198958.85916270723 452641.83615663304, 198947.38438973436 452637.0840650427, 198945.97437048441 452640.9369731899, 198945.26933260643 452640.701968309, 198941.79928027606 452646.97580426256, 198942.5092419424 452648.6858356135, 198956.84904828295 452653.16606312443, 198960.0090704828 452646.3761060794, 198962.1791581963 452642.74618697684))"
"POLYGON ((198960.37972131843 452659.41420111, 198947.10497147308 452655.4700196589, 198946.2369409528 452658.1880309212, 198959.63978948188 452661.95416491415, 198960.37972131843 452659.41420111))"
"POLYGON ((198945.71693151467 452658.13000137813, 198946.29500241834 452655.180996837, 198942.19009906836 452653.9669092095, 198940.51401487231 452653.96689591376, 198938.6640436522 452653.8519287824, 198937.2760318694 452656.4528077902, 198939.2421029755 452656.97292919067, 198939.9360190676 452656.2219663424, 198945.71693151467 452658.13000137813))"
"POLYGON ((198950.13084686187 452660.3700247937, 198946.85598868752 452659.4190720035, 198944.21585895607 452666.39096330217, 198950.1307149071 452668.92595354986, 198951.14371045923 452665.7320590363, 198948.36384919877 452664.8119685583, 198950.13084686187 452660.3700247937))"
"POLYGON ((198938.67083644442 452667.5617899129, 198933.57399609897 452665.5467196937, 198931.6778732924 452668.98364045087, 198932.9818544545 452673.13160749694, 198947.91456068866 452681.78284669877, 198951.35161591362 452672.0648870551, 198938.67083644442 452667.5617899129))"
